Nombre,Cargo,Empresa,Fecha Nombramiento,% Derechos Voto,via
"FRIMON INVERSIONES Y ASESORAMIENTO, S.L.",VICEPRESIDENTE,"BODEGAS RIOJANAS, S.A.",28/06/2001,8.177,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-26000398
"GOMEZ BORRERO, JOSE CARLOS",CONSEJERO,"BODEGAS RIOJANAS, S.A.",13/06/2006,0.009,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-26000398
"INFAZAR, S.L.",PRESIDENTE,"BODEGAS RIOJANAS, S.A.",28/06/2001,6.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-26000398
"NALDA FRIAS, FELIPE",VICESECRETARIO CONSEJERO,"BODEGAS RIOJANAS, S.A.",13/06/2006,2.069,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-26000398
"VAN GESTION Y ASESORAMIENTO EMPRESARIAL, S.L.",VICEPRESIDENTE,"BODEGAS RIOJANAS, S.A.",28/06/2001,10.204,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-26000398
ALLIANZ SE,CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",15/12/2008,4.232,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"APARICIO VALLS, FRANCISCO",SECRETARIO CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",18/12/2003,0.032,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"ARIAS MOSQUERA, JOSE MARIA",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",11/06/2012,0.016,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"FERREIRA DE AMORIN, AMERICO",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",27/05/2003,3.204,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"FRADIN , ALAIN",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",20/12/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
FUNDACION PEDRO BARRIE DE LA MAZA,CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",11/06/2012,3.246,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"GOMEZ MARTIN, FRANCISCO",CONSEJERO DELEGADO,"BANCO POPULAR ESPAÑOL, S.A.",30/01/2013,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"HERRANDO PRAT DE LA RIBA, LUIS",VICEPRESIDENTE,"BANCO POPULAR ESPAÑOL, S.A.",22/04/2008,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"HIGUERA MONTEJO, ROBERTO",VICEPRESIDENTE,"BANCO POPULAR ESPAÑOL, S.A.",22/04/2008,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"MAIANCA INVERSION, S.L.",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",11/06/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"MOLINS LOPEZ-RODO, ANA Mª",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",28/04/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"OROVIOGOICOECHEA ORTEGA, JORGE",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",30/01/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"REVOREDO DELVECCHIO, HELENA IRENE",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",30/05/2007,0.135,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"RODRIGUEZ GARCIA, JOSE RAMON",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",23/04/1998,0.021,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"RON GÜIMIL, ANGEL CARLOS",PRESIDENTE,"BANCO POPULAR ESPAÑOL, S.A.",22/03/2006,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"SINDICATURA DE ACCIONISTAS BCO.POPULAR ESPAÑOL, S.A",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",27/05/1992,9.846,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"TARDIO BARUTEL, VICENTE",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",19/12/2007,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"UNION EUROPEA DE INVERSIONES, S.A.",CONSEJERO,"BANCO POPULAR ESPAÑOL, S.A.",19/05/2009,3.660,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28000727
"CONSTRUCCIONES OBRAS INTEGRALES NORTEÑAS, S.L.",CONSEJERO,"DURO FELGUERA, S.A.",09/05/2008,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"DEL VALLES SUAREZ, ANGEL ANTONIO",PRESIDENTE-CONSEJERO DELEGADO,"DURO FELGUERA, S.A.",23/06/2011,0.062,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"INVERSIONES EL PILES, S.L.",CONSEJERO,"DURO FELGUERA, S.A.",12/05/2008,24.400,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"INVERSIONES RIO MAGDALENA, S.L.",CONSEJERO,"DURO FELGUERA, S.A.",23/06/2011,9.596,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"INVERSIONES SOMIO, S.R.L.",VICEPRESIDENTE,"DURO FELGUERA, S.A.",31/01/2008,24.386,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"RESIDENCIAL VEGASOL, S.L.",CONSEJERO,"DURO FELGUERA, S.A.",25/05/2005,7.083,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"RODRIGUEZ GARCIA, ACACIO FAUSTINO",CONSEJERO,"DURO FELGUERA, S.A.",25/05/2005,0.021,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"SOLCHAGA CATALA, CARLOS",CONSEJERO,"DURO FELGUERA, S.A.",20/07/2011,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"VALERO ARTOLA, FRANCISCO JAVIER",CONSEJERO,"DURO FELGUERA, S.A.",23/06/2011,0.012,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004026
"BANCO MARE NOSTRUM, S.A.",PRESIDENTE,"AYCO GRUPO INMOBILIARIO, S.A.",21/02/2012,41.704,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004240
"COMPLEJOS EMPRESARIALES DEL LEVANTE, S.L.",CONSEJERO,"AYCO GRUPO INMOBILIARIO, S.A.",21/02/2012,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004240
"GRUPO ONOFRE MIGUEL, S.L.",CONSEJERO,"AYCO GRUPO INMOBILIARIO, S.A.",06/07/2005,29.994,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004240
"INVERGESTION, SOCIEDAD DE INVERSIONES Y GESTION, S.A.",CONSEJERO,"AYCO GRUPO INMOBILIARIO, S.A.",14/06/2006,20.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004240
"RGA GESIN, S.L.",CONSEJERO,"AYCO GRUPO INMOBILIARIO, S.A.",19/12/2011,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004240
"SA NOSTRA DE INVERSIONES, E.F.C., S.A.",CONSEJERO,"AYCO GRUPO INMOBILIARIO, S.A.",12/05/2004,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004240
"BATUECAS TORREGO, AGUSTIN",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",07/07/1999,0.771,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"CUERVO GARCIA, JOSE ALVARO",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",07/11/1997,0.014,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"DEL VALLE PEREZ, JOSE LUIS",SECRETARIO CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",28/06/1989,0.089,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"DELGADO SOLIS, MANUEL",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",20/05/2004,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"ECHENIQUE LANDIRIBAR, JAVIER",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",20/05/2004,0.009,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"FLUXA THIENEMANN, SABINA",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",25/05/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"GARCIA FERRER, ANTONIO",VICEPRESIDENTE,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",12/12/2003,0.032,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"GRIMA TERRE, JUAN DAVID",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",18/12/2003,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"LOIZAGA VIGURI, JOSE MARIA",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",15/11/1993,0.041,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"LOPEZ JIMENEZ, PEDRO JOSE",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",09/12/1992,0.296,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"MARCH DE LA LASTRA, JUAN",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",30/07/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",27/09/2001,0.003,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"MONZON DE CACERES, JAVIER",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",20/05/2004,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"PEREZ RODRIGUEZ, FLORENTINO",CONSEJERO DELEGADO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",13/11/1997,12.521,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"ROCA JUNYENT, MIGUEL",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",12/12/2003,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"SACRISTAN FIDALGO, JULIO",CONSEJERO,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",19/02/1998,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"VALLBONA VADELL, PABLO",VICEPRESIDENTE,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",19/02/1998,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28004885
"ABAJO GARCIA, MARIO",PRESIDENTE,"ZARDOYA OTIS, S.A.",01/09/2009,0.269,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"CALLEJA FERNANDEZ, BERNARDO",CONSEJERO DELEGADO,"ZARDOYA OTIS, S.A.",28/02/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"DEJOUX , PIERRE",CONSEJERO,"ZARDOYA OTIS, S.A.",26/01/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"EURO SYNS, S.A.",CONSEJERO,"ZARDOYA OTIS, S.A.",01/07/1996,11.314,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"HARVEY , LINDSAY",CONSEJERO,"ZARDOYA OTIS, S.A.",01/08/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"LOIZAGA VIGURI, JOSE MARIA",VICEPRESIDENTE,"ZARDOYA OTIS, S.A.",24/07/1991,0.051,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"MESSINA , ANGELO",CONSEJERO,"ZARDOYA OTIS, S.A.",30/06/2005,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
OTIS ELEVATOR COMPANY,CONSEJERO,"ZARDOYA OTIS, S.A.",30/11/1989,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"ZARDOYA ARANA, ALBERTO",CONSEJERO,"ZARDOYA OTIS, S.A.",26/02/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28011153
"GOMEZ DE LIAÑO BOTELLA, MIGUEL",CONSEJERO,"SNIACE, S.A.",01/07/2011,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013225
"HERNANDEZ-CANUT FERNANDEZ-ESPAÑA, JUAN YAGO",CONSEJERO,"SNIACE, S.A.",29/06/2012,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013225
"HUERTA CASTILLO, MANUEL",CONSEJERO,"SNIACE, S.A.",17/02/2006,0.005,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013225
"MEZQUITA SAEZ, BLAS",PRESIDENTE,"SNIACE, S.A.",19/12/1997,0.173,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013225
"REVUELTA FERNANDEZ, FELIX",CONSEJERO,"SNIACE, S.A.",27/06/2008,10.107,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013225
"TEMES HERNANDEZ, ANTONIO",VICEPRESIDENTE,"SNIACE, S.A.",17/08/2007,0.006,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013225
"ZABALLA HOZ, JESUS MANUEL",CONSEJERO,"SNIACE, S.A.",17/02/2006,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013225
"ADROHER BIOSCA, FRANCISCO JAVIER",CONSEJERO,"SACYR, S.A.",19/05/2011,0.035,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"AGUIRRE GONZALO, JUAN MARIA",CONSEJERO,"SACYR, S.A.",27/06/2013,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"ALVEZ DINIZ VAZ GUEDES, DIOGO",CONSEJERO,"SACYR, S.A.",25/06/2004,0.509,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"BAROJA RIEU, RAIMUNDO",CONSEJERO,"SACYR, S.A.",28/06/2013,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"BETA ASOCIADOS, S.L",CONSEJERO,"SACYR, S.A.",19/05/2011,5.348,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"CARCELLER ARCE, DEMETRIO",VICEPRESIDENTE 1º,"SACYR, S.A.",20/10/2011,0.045,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"CORTES DOMINGUEZ, MATIAS",CONSEJERO,"SACYR, S.A.",12/06/2002,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
CYMOFAG S.L.,CONSEJERO,"SACYR, S.A.",19/05/2011,5.752,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"DELKADER TEIG, AUGUSTO",CONSEJERO,"SACYR, S.A.",28/06/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"GRUPO CORPORATIVO FUERTES, S.L.",CONSEJERO,"SACYR, S.A.",19/05/2011,6.239,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"GRUPO SATOCAN DESARROLLO, S.L.",CONSEJERO,"SACYR, S.A.",27/06/2013,0.252,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"MANRIQUE CECILIA, MANUEL",PRESIDENTE-CONSEJERO DELEGADO,"SACYR, S.A.",20/10/2011,5.752,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"MARTIN CASTELLA, ISABEL",CONSEJERO,"SACYR, S.A.",27/06/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"PRILOMI, S.L.",CONSEJERO,"SACYR, S.A.",11/05/2005,5.018,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"PRILOU, S.L.",CONSEJERO,"SACYR, S.A.",15/12/2004,9.021,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28013811
"ABRIL PEREZ, JOSE MARIA",VICEPRESIDENTE,"TELEFONICA, S.A.",14/12/2011,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"ALIERTA IZUEL, CESAREO",PRESIDENTE,"TELEFONICA, S.A.",26/07/2000,0.097,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"ALMANSA MORENO-BARREDA, JOSE FERNANDO",CONSEJERO,"TELEFONICA, S.A.",26/02/2003,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"ALVAREZ-PALLETE LOPEZ, JOSE MARIA",CONSEJERO DELEGADO,"TELEFONICA, S.A.",17/09/2012,0.007,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"CASTILLO SANZ, EVA",CONSEJERO,"TELEFONICA, S.A.",23/01/2008,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"COLOMER CASELLAS, CARLOS",CONSEJERO,"TELEFONICA, S.A.",28/03/2001,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"DE PAZ MANCHO, JAVIER",CONSEJERO,"TELEFONICA, S.A.",19/12/2007,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"ERSKINE , PETER",CONSEJERO,"TELEFONICA, S.A.",25/01/2006,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"FAINE CASAS, ISIDRO",VICEPRESIDENTE,"TELEFONICA, S.A.",26/01/1994,0.011,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"FERNANDEZ VALBUENA, SANTIAGO",CONSEJERO,"TELEFONICA, S.A.",17/09/2012,0.012,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"FERRARI HERRERO, ALFONSO",CONSEJERO,"TELEFONICA, S.A.",28/03/2001,0.013,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"FURLAN , LUIS FERNANDO",CONSEJERO,"TELEFONICA, S.A.",23/01/2008,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"HINOJOSA FERNANDEZ DE ANGULO, GONZALO",CONSEJERO,"TELEFONICA, S.A.",12/04/2002,0.012,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"ISLA ALVAREZ DE TEJERA, PABLO",CONSEJERO,"TELEFONICA, S.A.",12/04/2002,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"LINARES LOPEZ, JULIO",VICEPRESIDENTE 3º,"TELEFONICA, S.A.",17/09/2012,0.009,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"MASSANELL LAVILLA, ANTONIO",CONSEJERO,"TELEFONICA, S.A.",21/04/1995,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"MORENO MARTINEZ, IGNACIO",CONSEJERO,"TELEFONICA, S.A.",14/12/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"XIAOBING , CHANG",CONSEJERO,"TELEFONICA, S.A.",18/05/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28015865
"BRENTAN , ANDREA",CONSEJERO DELEGADO,"ENDESA, S.A.",30/06/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"CIOFFI , MASSIMO",CONSEJERO,"ENDESA, S.A.",26/06/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"COMIN , GIANLUCA",CONSEJERO,"ENDESA, S.A.",14/09/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"CONTI , FULVIO",VICEPRESIDENTE,"ENDESA, S.A.",25/06/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"ECHEVARRIA BUSQUET, ALEJANDRO",CONSEJERO,"ENDESA, S.A.",25/06/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"FERRARIS , LUIGI",CONSEJERO,"ENDESA, S.A.",18/10/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"MONTEJO VELILLA, SALVADOR",CONSEJERO,"ENDESA, S.A.",26/06/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"PRADO EULATE, FRANCISCO DE BORJA",PRESIDENTE,"ENDESA, S.A.",24/03/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"ROCA JUNYENT, MIGUEL",CONSEJERO,"ENDESA, S.A.",25/06/2009,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28023430
"BRUGERA CLAVERO, JUAN JOSE",PRESIDENTE,"INMOBILIARIA COLONIAL, S.A.",19/06/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"CHETRIT , ALAIN",CONSEJERO,"INMOBILIARIA COLONIAL, S.A.",12/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"FAUS SANTASUSANA, JAVIER",CONSEJERO,"INMOBILIARIA COLONIAL, S.A.",20/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"FERNANDEZ-LERGA GARRALDA, CARLOS",CONSEJERO,"INMOBILIARIA COLONIAL, S.A.",19/06/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"IBAÑEZ GONZALEZ, ALBERTO",CONSEJERO,"INMOBILIARIA COLONIAL, S.A.",12/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"IGLESIAS DE USSEL, JAVIER",CONSEJERO,"INMOBILIARIA COLONIAL, S.A.",19/06/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"MALUQUER TREPAT, LUIS",CONSEJERO,"INMOBILIARIA COLONIAL, S.A.",31/07/2013,0.005,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"VIÑOLAS SERRA, PEDRO",CONSEJERO DELEGADO,"INMOBILIARIA COLONIAL, S.A.",20/04/2010,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28027399
"ALARCON ALEJANDRE, JORGE",CONSEJERO,"URALITA, S.A.",22/06/2006,0.005,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28037091
"CARRASCOSA RUIZ, JOSE ANTONIO",CONSEJERO,"URALITA, S.A.",10/12/2002,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28037091
"GONZALEZ OCHOA, JAVIER",SECRETARIO CONSEJERO,"URALITA, S.A.",22/09/2010,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28037091
"MICHEL , CHRISTIAN ALEXANDER",CONSEJERO,"URALITA, S.A.",22/05/2013,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28037091
"NEFINSA, S.A.",CONSEJERO,"URALITA, S.A.",10/12/2002,79.061,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28037091
"NIETO BUESO, JUAN JOSE",CONSEJERO,"URALITA, S.A.",07/05/2008,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-28037091
